bioguide_id,first_name,last_name,last_name_upper,full_name,state,party,type,term_start,term_end,state_rank
F000454,Bill,Foster,FOSTER,Bill Foster,IL,Democrat,rep,2015-01-06,2017-01-03,
F000454,Bill,Foster,FOSTER,Bill Foster,IL,Democrat,rep,2017-01-03,2019-01-03,
F000454,Bill,Foster,FOSTER,Bill Foster,IL,Democrat,rep,2019-01-03,2021-01-03,
F000454,Bill,Foster,FOSTER,Bill Foster,IL,Democrat,rep,2021-01-03,2023-01-03,
F000454,Bill,Foster,FOSTER,Bill Foster,IL,Democrat,rep,2023-01-03,2025-01-03,
F000454,Bill,Foster,FOSTER,Bill Foster,IL,Democrat,rep,2025-01-03,2027-01-03,
T000468,Dina,Titus,TITUS,Dina Titus,NV,Democrat,rep,2013-01-03,2015-01-03,
T000468,Dina,Titus,TITUS,Dina Titus,NV,Democrat,rep,2015-01-06,2017-01-03,
T000468,Dina,Titus,TITUS,Dina Titus,NV,Democrat,rep,2017-01-03,2019-01-03,
T000468,Dina,Titus,TITUS,Dina Titus,NV,Democrat,rep,2019-01-03,2021-01-03,
T000468,Dina,Titus,TITUS,Dina Titus,NV,Democrat,rep,2021-01-03,2023-01-03,
T000468,Dina,Titus,TITUS,Dina Titus,NV,Democrat,rep,2023-01-03,2025-01-03,
T000468,Dina,Titus,TITUS,Dina Titus,NV,Democrat,rep,2025-01-03,2027-01-03,
C001095,Tom,Cotton,COTTON,Tom Cotton,AR,Republican,rep,2013-01-03,2015-01-03,
C001095,Tom,Cotton,COTTON,Tom Cotton,AR,Republican,sen,2015-01-06,2021-01-03,junior
C001095,Tom,Cotton,COTTON,Tom Cotton,AR,Republican,sen,2021-01-03,2027-01-03,junior
L000578,Doug,LaMalfa,LAMALFA,Doug LaMalfa,CA,Republican,rep,2013-01-03,2015-01-03,
L000578,Doug,LaMalfa,LAMALFA,Doug LaMalfa,CA,Republican,rep,2015-01-06,2017-01-03,
L000578,Doug,LaMalfa,LAMALFA,Doug LaMalfa,CA,Republican,rep,2017-01-03,2019-01-03,
L000578,Doug,LaMalfa,LAMALFA,Doug LaMalfa,CA,Republican,rep,2019-01-03,2021-01-03,
L000578,Doug,LaMalfa,LAMALFA,Doug LaMalfa,CA,Republican,rep,2021-01-03,2023-01-03,
L000578,Doug,LaMalfa,LAMALFA,Doug LaMalfa,CA,Republican,rep,2023-01-03,2025-01-03,
L000578,Doug,LaMalfa,LAMALFA,Doug LaMalfa,CA,Republican,rep,2025-01-03,2027-01-03,
H001068,Jared,Huffman,HUFFMAN,Jared Huffman,CA,Democrat,rep,2013-01-03,2015-01-03,
H001068,Jared,Huffman,HUFFMAN,Jared Huffman,CA,Democrat,rep,2015-01-06,2017-01-03,
H001068,Jared,Huffman,HUFFMAN,Jared Huffman,CA,Democrat,rep,2017-01-03,2019-01-03,
H001068,Jared,Huffman,HUFFMAN,Jared Huffman,CA,Democrat,rep,2019-01-03,2021-01-03,
H001068,Jared,Huffman,HUFFMAN,Jared Huffman,CA,Democrat,rep,2021-01-03,2023-01-03,
H001068,Jared,Huffman,HUFFMAN,Jared Huffman,CA,Democrat,rep,2023-01-03,2025-01-03,
H001068,Jared,Huffman,HUFFMAN,Jared Huffman,CA,Democrat,rep,2025-01-03,2027-01-03,
B001287,Ami,Bera,BERA,Ami Bera,CA,Democrat,rep,2013-01-03,2015-01-03,
B001287,Ami,Bera,BERA,Ami Bera,CA,Democrat,rep,2015-01-06,2017-01-03,
B001287,Ami,Bera,BERA,Ami Bera,CA,Democrat,rep,2017-01-03,2019-01-03,
B001287,Ami,Bera,BERA,Ami Bera,CA,Democrat,rep,2019-01-03,2021-01-03,
B001287,Ami,Bera,BERA,Ami Bera,CA,Democrat,rep,2021-01-03,2023-01-03,
B001287,Ami,Bera,BERA,Ami Bera,CA,Democrat,rep,2023-01-03,2025-01-03,
B001287,Ami,Bera,BERA,Ami Bera,CA,Democrat,rep,2025-01-03,2027-01-03,
S001193,Eric,Swalwell,SWALWELL,Eric Swalwell,CA,Democrat,rep,2013-01-03,2015-01-03,
S001193,Eric,Swalwell,SWALWELL,Eric Swalwell,CA,Democrat,rep,2015-01-06,2017-01-03,
S001193,Eric,Swalwell,SWALWELL,Eric Swalwell,CA,Democrat,rep,2017-01-03,2019-01-03,
S001193,Eric,Swalwell,SWALWELL,Eric Swalwell,CA,Democrat,rep,2019-01-03,2021-01-03,
S001193,Eric,Swalwell,SWALWELL,Eric Swalwell,CA,Democrat,rep,2021-01-03,2023-01-03,
S001193,Eric,Swalwell,SWALWELL,Eric Swalwell,CA,Democrat,rep,2023-01-03,2025-01-03,
S001193,Eric,Swalwell,SWALWELL,Eric Swalwell,CA,Democrat,rep,2025-01-03,2027-01-03,
B001285,Julia,Brownley,BROWNLEY,Julia Brownley,CA,Democrat,rep,2013-01-03,2015-01-03,
B001285,Julia,Brownley,BROWNLEY,Julia Brownley,CA,Democrat,rep,2015-01-06,2017-01-03,
B001285,Julia,Brownley,BROWNLEY,Julia Brownley,CA,Democrat,rep,2017-01-03,2019-01-03,
B001285,Julia,Brownley,BROWNLEY,Julia Brownley,CA,Democrat,rep,2019-01-03,2021-01-03,
B001285,Julia,Brownley,BROWNLEY,Julia Brownley,CA,Democrat,rep,2021-01-03,2023-01-03,
B001285,Julia,Brownley,BROWNLEY,Julia Brownley,CA,Democrat,rep,2023-01-03,2025-01-03,
B001285,Julia,Brownley,BROWNLEY,Julia Brownley,CA,Democrat,rep,2025-01-03,2027-01-03,
R000599,Raul,Ruiz,RUIZ,Raul Ruiz,CA,Democrat,rep,2013-01-03,2015-01-03,
R000599,Raul,Ruiz,RUIZ,Raul Ruiz,CA,Democrat,rep,2015-01-06,2017-01-03,
R000599,Raul,Ruiz,RUIZ,Raul Ruiz,CA,Democrat,rep,2017-01-03,2019-01-03,
R000599,Raul,Ruiz,RUIZ,Raul Ruiz,CA,Democrat,rep,2019-01-03,2021-01-03,
R000599,Raul,Ruiz,RUIZ,Raul Ruiz,CA,Democrat,rep,2021-01-03,2023-01-03,
R000599,Raul,Ruiz,RUIZ,Raul Ruiz,CA,Democrat,rep,2023-01-03,2025-01-03,
R000599,Raul,Ruiz,RUIZ,Raul Ruiz,CA,Democrat,rep,2025-01-03,2027-01-03,
T000472,Mark,Takano,TAKANO,Mark Takano,CA,Democrat,rep,2013-01-03,2015-01-03,
T000472,Mark,Takano,TAKANO,Mark Takano,CA,Democrat,rep,2015-01-06,2017-01-03,
T000472,Mark,Takano,TAKANO,Mark Takano,CA,Democrat,rep,2017-01-03,2019-01-03,
T000472,Mark,Takano,TAKANO,Mark Takano,CA,Democrat,rep,2019-01-03,2021-01-03,
T000472,Mark,Takano,TAKANO,Mark Takano,CA,Democrat,rep,2021-01-03,2023-01-03,
T000472,Mark,Takano,TAKANO,Mark Takano,CA,Democrat,rep,2023-01-03,2025-01-03,
T000472,Mark,Takano,TAKANO,Mark Takano,CA,Democrat,rep,2025-01-03,2027-01-03,
V000130,Juan,Vargas,VARGAS,Juan Vargas,CA,Democrat,rep,2013-01-03,2015-01-03,
V000130,Juan,Vargas,VARGAS,Juan Vargas,CA,Democrat,rep,2015-01-06,2017-01-03,
V000130,Juan,Vargas,VARGAS,Juan Vargas,CA,Democrat,rep,2017-01-03,2019-01-03,
V000130,Juan,Vargas,VARGAS,Juan Vargas,CA,Democrat,rep,2019-01-03,2021-01-03,
V000130,Juan,Vargas,VARGAS,Juan Vargas,CA,Democrat,rep,2021-01-03,2023-01-03,
V000130,Juan,Vargas,VARGAS,Juan Vargas,CA,Democrat,rep,2023-01-03,2025-01-03,
V000130,Juan,Vargas,VARGAS,Juan Vargas,CA,Democrat,rep,2025-01-03,2027-01-03,
P000608,Scott,Peters,PETERS,Scott H. Peters,CA,Democrat,rep,2013-01-03,2015-01-03,
P000608,Scott,Peters,PETERS,Scott H. Peters,CA,Democrat,rep,2015-01-06,2017-01-03,
P000608,Scott,Peters,PETERS,Scott H. Peters,CA,Democrat,rep,2017-01-03,2019-01-03,
P000608,Scott,Peters,PETERS,Scott H. Peters,CA,Democrat,rep,2019-01-03,2021-01-03,
P000608,Scott,Peters,PETERS,Scott H. Peters,CA,Democrat,rep,2021-01-03,2023-01-03,
P000608,Scott,Peters,PETERS,Scott H. Peters,CA,Democrat,rep,2023-01-03,2025-01-03,
P000608,Scott,Peters,PETERS,Scott H. Peters,CA,Democrat,rep,2025-01-03,2027-01-03,
F000462,Lois,Frankel,FRANKEL,Lois Frankel,FL,Democrat,rep,2013-01-03,2015-01-03,
F000462,Lois,Frankel,FRANKEL,Lois Frankel,FL,Democrat,rep,2015-01-06,2017-01-03,
F000462,Lois,Frankel,FRANKEL,Lois Frankel,FL,Democrat,rep,2017-01-03,2019-01-03,
F000462,Lois,Frankel,FRANKEL,Lois Frankel,FL,Democrat,rep,2019-01-03,2021-01-03,
F000462,Lois,Frankel,FRANKEL,Lois Frankel,FL,Democrat,rep,2021-01-03,2023-01-03,
F000462,Lois,Frankel,FRANKEL,Lois Frankel,FL,Democrat,rep,2023-01-03,2025-01-03,
F000462,Lois,Frankel,FRANKEL,Lois Frankel,FL,Democrat,rep,2025-01-03,2027-01-03,
D000622,Tammy,Duckworth,DUCKWORTH,Tammy Duckworth,IL,Democrat,rep,2013-01-03,2015-01-03,
D000622,Tammy,Duckworth,DUCKWORTH,Tammy Duckworth,IL,Democrat,rep,2015-01-06,2017-01-03,
D000622,Tammy,Duckworth,DUCKWORTH,Tammy Duckworth,IL,Democrat,sen,2017-01-03,2023-01-03,junior
D000622,Tammy,Duckworth,DUCKWORTH,Tammy Duckworth,IL,Democrat,sen,2023-01-03,2029-01-03,junior
B001282,Garland,Barr,BARR,Andy Barr,KY,Republican,rep,2013-01-03,2015-01-03,
B001282,Garland,Barr,BARR,Andy Barr,KY,Republican,rep,2015-01-06,2017-01-03,
B001282,Garland,Barr,BARR,Andy Barr,KY,Republican,rep,2017-01-03,2019-01-03,
B001282,Garland,Barr,BARR,Andy Barr,KY,Republican,rep,2019-01-03,2021-01-03,
B001282,Garland,Barr,BARR,Andy Barr,KY,Republican,rep,2021-01-03,2023-01-03,
B001282,Garland,Barr,BARR,Andy Barr,KY,Republican,rep,2023-01-03,2025-01-03,
B001282,Garland,Barr,BARR,Andy Barr,KY,Republican,rep,2025-01-03,2027-01-03,
W000817,Elizabeth,Warren,WARREN,Elizabeth Warren,MA,Democrat,sen,2013-01-03,2019-01-03,senior
W000817,Elizabeth,Warren,WARREN,Elizabeth Warren,MA,Democrat,sen,2019-01-03,2025-01-03,senior
W000817,Elizabeth,Warren,WARREN,Elizabeth Warren,MA,Democrat,sen,2025-01-03,2031-01-03,senior
K000383,Angus,King,KING,"Angus S. King, Jr.",ME,Independent,sen,2013-01-03,2019-01-03,junior
K000383,Angus,King,KING,"Angus S. King, Jr.",ME,Independent,sen,2019-01-03,2025-01-03,junior
K000383,Angus,King,KING,"Angus S. King, Jr.",ME,Independent,sen,2025-01-03,2031-01-03,junior
W000812,Ann,Wagner,WAGNER,Ann Wagner,MO,Republican,rep,2013-01-03,2015-01-03,
W000812,Ann,Wagner,WAGNER,Ann Wagner,MO,Republican,rep,2015-01-06,2017-01-03,
W000812,Ann,Wagner,WAGNER,Ann Wagner,MO,Republican,rep,2017-01-03,2019-01-03,
W000812,Ann,Wagner,WAGNER,Ann Wagner,MO,Republican,rep,2019-01-03,2021-01-03,
W000812,Ann,Wagner,WAGNER,Ann Wagner,MO,Republican,rep,2021-01-03,2023-01-03,
W000812,Ann,Wagner,WAGNER,Ann Wagner,MO,Republican,rep,2023-01-03,2025-01-03,
W000812,Ann,Wagner,WAGNER,Ann Wagner,MO,Republican,rep,2025-01-03,2027-01-03,
D000618,Steve,Daines,DAINES,Steve Daines,MT,Republican,rep,2013-01-03,2015-01-03,
D000618,Steve,Daines,DAINES,Steve Daines,MT,Republican,sen,2015-01-06,2021-01-03,junior
D000618,Steve,Daines,DAINES,Steve Daines,MT,Republican,sen,2021-01-03,2027-01-03,senior
H001067,Richard,Hudson,HUDSON,Richard Hudson,NC,Republican,rep,2013-01-03,2015-01-03,
H001067,Richard,Hudson,HUDSON,Richard Hudson,NC,Republican,rep,2015-01-06,2017-01-03,
H001067,Richard,Hudson,HUDSON,Richard Hudson,NC,Republican,rep,2017-01-03,2019-01-03,
H001067,Richard,Hudson,HUDSON,Richard Hudson,NC,Republican,rep,2019-01-03,2021-01-03,
H001067,Richard,Hudson,HUDSON,Richard Hudson,NC,Republican,rep,2021-01-03,2023-01-03,
H001067,Richard,Hudson,HUDSON,Richard Hudson,NC,Republican,rep,2023-01-03,2025-01-03,
H001067,Richard,Hudson,HUDSON,Richard Hudson,NC,Republican,rep,2025-01-03,2027-01-03,
C001096,Kevin,Cramer,CRAMER,Kevin Cramer,ND,Republican,rep,2013-01-03,2015-01-03,
C001096,Kevin,Cramer,CRAMER,Kevin Cramer,ND,Republican,rep,2015-01-06,2017-01-03,
C001096,Kevin,Cramer,CRAMER,Kevin Cramer,ND,Republican,rep,2017-01-03,2019-01-03,
C001096,Kevin,Cramer,CRAMER,Kevin Cramer,ND,Republican,sen,2019-01-03,2025-01-03,junior
C001096,Kevin,Cramer,CRAMER,Kevin Cramer,ND,Republican,sen,2025-01-03,2031-01-03,junior
F000463,Deb,Fischer,FISCHER,Deb Fischer,NE,Republican,sen,2013-01-03,2019-01-03,senior
F000463,Deb,Fischer,FISCHER,Deb Fischer,NE,Republican,sen,2019-01-03,2025-01-03,senior
F000463,Deb,Fischer,FISCHER,Deb Fischer,NE,Republican,sen,2025-01-03,2031-01-03,senior
M001188,Grace,Meng,MENG,Grace Meng,NY,Democrat,rep,2013-01-03,2015-01-03,
M001188,Grace,Meng,MENG,Grace Meng,NY,Democrat,rep,2015-01-06,2017-01-03,
M001188,Grace,Meng,MENG,Grace Meng,NY,Democrat,rep,2017-01-03,2019-01-03,
M001188,Grace,Meng,MENG,Grace Meng,NY,Democrat,rep,2019-01-03,2021-01-03,
M001188,Grace,Meng,MENG,Grace Meng,NY,Democrat,rep,2021-01-03,2023-01-03,
M001188,Grace,Meng,MENG,Grace Meng,NY,Democrat,rep,2023-01-03,2025-01-03,
M001188,Grace,Meng,MENG,Grace Meng,NY,Democrat,rep,2025-01-03,2027-01-03,
J000294,Hakeem,Jeffries,JEFFRIES,Hakeem S. Jeffries,NY,Democrat,rep,2013-01-03,2015-01-03,
J000294,Hakeem,Jeffries,JEFFRIES,Hakeem S. Jeffries,NY,Democrat,rep,2015-01-06,2017-01-03,
J000294,Hakeem,Jeffries,JEFFRIES,Hakeem S. Jeffries,NY,Democrat,rep,2017-01-03,2019-01-03,
J000294,Hakeem,Jeffries,JEFFRIES,Hakeem S. Jeffries,NY,Democrat,rep,2019-01-03,2021-01-03,
J000294,Hakeem,Jeffries,JEFFRIES,Hakeem S. Jeffries,NY,Democrat,rep,2021-01-03,2023-01-03,
J000294,Hakeem,Jeffries,JEFFRIES,Hakeem S. Jeffries,NY,Democrat,rep,2023-01-03,2025-01-03,
J000294,Hakeem,Jeffries,JEFFRIES,Hakeem S. Jeffries,NY,Democrat,rep,2025-01-03,2027-01-03,
B001281,Joyce,Beatty,BEATTY,Joyce Beatty,OH,Democrat,rep,2013-01-03,2015-01-03,
B001281,Joyce,Beatty,BEATTY,Joyce Beatty,OH,Democrat,rep,2015-01-06,2017-01-03,
B001281,Joyce,Beatty,BEATTY,Joyce Beatty,OH,Democrat,rep,2017-01-03,2019-01-03,
B001281,Joyce,Beatty,BEATTY,Joyce Beatty,OH,Democrat,rep,2019-01-03,2021-01-03,
B001281,Joyce,Beatty,BEATTY,Joyce Beatty,OH,Democrat,rep,2021-01-03,2023-01-03,
B001281,Joyce,Beatty,BEATTY,Joyce Beatty,OH,Democrat,rep,2023-01-03,2025-01-03,
B001281,Joyce,Beatty,BEATTY,Joyce Beatty,OH,Democrat,rep,2025-01-03,2027-01-03,
J000295,David,Joyce,JOYCE,David P. Joyce,OH,Republican,rep,2013-01-03,2015-01-03,
J000295,David,Joyce,JOYCE,David P. Joyce,OH,Republican,rep,2015-01-06,2017-01-03,
J000295,David,Joyce,JOYCE,David P. Joyce,OH,Republican,rep,2017-01-03,2019-01-03,
J000295,David,Joyce,JOYCE,David P. Joyce,OH,Republican,rep,2019-01-03,2021-01-03,
J000295,David,Joyce,JOYCE,David P. Joyce,OH,Republican,rep,2021-01-03,2023-01-03,
J000295,David,Joyce,JOYCE,David P. Joyce,OH,Republican,rep,2023-01-03,2025-01-03,
J000295,David,Joyce,JOYCE,David P. Joyce,OH,Republican,rep,2025-01-03,2027-01-03,
M001190,Markwayne,Mullin,MULLIN,Markwayne Mullin,OK,Republican,rep,2013-01-03,2015-01-03,
M001190,Markwayne,Mullin,MULLIN,Markwayne Mullin,OK,Republican,rep,2015-01-06,2017-01-03,
M001190,Markwayne,Mullin,MULLIN,Markwayne Mullin,OK,Republican,rep,2017-01-03,2019-01-03,
M001190,Markwayne,Mullin,MULLIN,Markwayne Mullin,OK,Republican,rep,2019-01-03,2021-01-03,
M001190,Markwayne,Mullin,MULLIN,Markwayne Mullin,OK,Republican,rep,2021-01-03,2023-01-03,
M001190,Markwayne,Mullin,MULLIN,Markwayne Mullin,OK,Republican,sen,2023-01-03,2027-01-03,junior
P000605,Scott,Perry,PERRY,Scott Perry,PA,Republican,rep,2013-01-03,2015-01-03,
P000605,Scott,Perry,PERRY,Scott Perry,PA,Republican,rep,2015-01-06,2017-01-03,
P000605,Scott,Perry,PERRY,Scott Perry,PA,Republican,rep,2017-01-03,2019-01-03,
P000605,Scott,Perry,PERRY,Scott Perry,PA,Republican,rep,2019-01-03,2021-01-03,
P000605,Scott,Perry,PERRY,Scott Perry,PA,Republican,rep,2021-01-03,2023-01-03,
P000605,Scott,Perry,PERRY,Scott Perry,PA,Republican,rep,2023-01-03,2025-01-03,
P000605,Scott,Perry,PERRY,Scott Perry,PA,Republican,rep,2025-01-03,2027-01-03,
C001098,Ted,Cruz,CRUZ,Ted Cruz,TX,Republican,sen,2013-01-03,2019-01-03,junior
C001098,Ted,Cruz,CRUZ,Ted Cruz,TX,Republican,sen,2019-01-03,2025-01-03,junior
C001098,Ted,Cruz,CRUZ,Ted Cruz,TX,Republican,sen,2025-01-03,2031-01-03,junior
W000814,Randy,Weber,WEBER,"Randy K. Weber, Sr.",TX,Republican,rep,2013-01-03,2015-01-03,
W000814,Randy,Weber,WEBER,"Randy K. Weber, Sr.",TX,Republican,rep,2015-01-06,2017-01-03,
W000814,Randy,Weber,WEBER,"Randy K. Weber, Sr.",TX,Republican,rep,2017-01-03,2019-01-03,
W000814,Randy,Weber,WEBER,"Randy K. Weber, Sr.",TX,Republican,rep,2019-01-03,2021-01-03,
W000814,Randy,Weber,WEBER,"Randy K. Weber, Sr.",TX,Republican,rep,2021-01-03,2023-01-03,
W000814,Randy,Weber,WEBER,"Randy K. Weber, Sr.",TX,Republican,rep,2023-01-03,2025-01-03,
W000814,Randy,Weber,WEBER,"Randy K. Weber, Sr.",TX,Republican,rep,2025-01-03,2027-01-03,
C001091,Joaquin,Castro,CASTRO,Joaquin Castro,TX,Democrat,rep,2013-01-03,2015-01-03,
C001091,Joaquin,Castro,CASTRO,Joaquin Castro,TX,Democrat,rep,2015-01-06,2017-01-03,
C001091,Joaquin,Castro,CASTRO,Joaquin Castro,TX,Democrat,rep,2017-01-03,2019-01-03,
C001091,Joaquin,Castro,CASTRO,Joaquin Castro,TX,Democrat,rep,2019-01-03,2021-01-03,
C001091,Joaquin,Castro,CASTRO,Joaquin Castro,TX,Democrat,rep,2021-01-03,2023-01-03,
C001091,Joaquin,Castro,CASTRO,Joaquin Castro,TX,Democrat,rep,2023-01-03,2025-01-03,
C001091,Joaquin,Castro,CASTRO,Joaquin Castro,TX,Democrat,rep,2025-01-03,2027-01-03,
W000816,Roger,Williams,WILLIAMS,Roger Williams,TX,Republican,rep,2013-01-03,2015-01-03,
W000816,Roger,Williams,WILLIAMS,Roger Williams,TX,Republican,rep,2015-01-06,2017-01-03,
W000816,Roger,Williams,WILLIAMS,Roger Williams,TX,Republican,rep,2017-01-03,2019-01-03,
W000816,Roger,Williams,WILLIAMS,Roger Williams,TX,Republican,rep,2019-01-03,2021-01-03,
W000816,Roger,Williams,WILLIAMS,Roger Williams,TX,Republican,rep,2021-01-03,2023-01-03,
W000816,Roger,Williams,WILLIAMS,Roger Williams,TX,Republican,rep,2023-01-03,2025-01-03,
W000816,Roger,Williams,WILLIAMS,Roger Williams,TX,Republican,rep,2025-01-03,2027-01-03,
V000131,Marc,Veasey,VEASEY,Marc A. Veasey,TX,Democrat,rep,2013-01-03,2015-01-03,
V000131,Marc,Veasey,VEASEY,Marc A. Veasey,TX,Democrat,rep,2015-01-06,2017-01-03,
V000131,Marc,Veasey,VEASEY,Marc A. Veasey,TX,Democrat,rep,2017-01-03,2019-01-03,
V000131,Marc,Veasey,VEASEY,Marc A. Veasey,TX,Democrat,rep,2019-01-03,2021-01-03,
V000131,Marc,Veasey,VEASEY,Marc A. Veasey,TX,Democrat,rep,2021-01-03,2023-01-03,
V000131,Marc,Veasey,VEASEY,Marc A. Veasey,TX,Democrat,rep,2023-01-03,2025-01-03,
V000131,Marc,Veasey,VEASEY,Marc A. Veasey,TX,Democrat,rep,2025-01-03,2027-01-03,
K000384,Timothy,Kaine,KAINE,Tim Kaine,VA,Democrat,sen,2013-01-03,2019-01-03,junior
K000384,Timothy,Kaine,KAINE,Tim Kaine,VA,Democrat,sen,2019-01-03,2025-01-03,junior
K000384,Timothy,Kaine,KAINE,Tim Kaine,VA,Democrat,sen,2025-01-03,2031-01-03,junior
P000607,Mark,Pocan,POCAN,Mark Pocan,WI,Democrat,rep,2013-01-03,2015-01-03,
P000607,Mark,Pocan,POCAN,Mark Pocan,WI,Democrat,rep,2015-01-06,2017-01-03,
P000607,Mark,Pocan,POCAN,Mark Pocan,WI,Democrat,rep,2017-01-03,2019-01-03,
P000607,Mark,Pocan,POCAN,Mark Pocan,WI,Democrat,rep,2019-01-03,2021-01-03,
P000607,Mark,Pocan,POCAN,Mark Pocan,WI,Democrat,rep,2021-01-03,2023-01-03,
P000607,Mark,Pocan,POCAN,Mark Pocan,WI,Democrat,rep,2023-01-03,2025-01-03,
P000607,Mark,Pocan,POCAN,Mark Pocan,WI,Democrat,rep,2025-01-03,2027-01-03,
K000385,Robin,Kelly,KELLY,Robin L. Kelly,IL,Democrat,rep,2013-04-09,2015-01-03,
K000385,Robin,Kelly,KELLY,Robin L. Kelly,IL,Democrat,rep,2015-01-06,2017-01-03,
K000385,Robin,Kelly,KELLY,Robin L. Kelly,IL,Democrat,rep,2017-01-03,2019-01-03,
K000385,Robin,Kelly,KELLY,Robin L. Kelly,IL,Democrat,rep,2019-01-03,2021-01-03,
K000385,Robin,Kelly,KELLY,Robin L. Kelly,IL,Democrat,rep,2021-01-03,2023-01-03,
K000385,Robin,Kelly,KELLY,Robin L. Kelly,IL,Democrat,rep,2023-01-03,2025-01-03,
K000385,Robin,Kelly,KELLY,Robin L. Kelly,IL,Democrat,rep,2025-01-03,2027-01-03,
S001195,Jason,Smith,SMITH,Jason Smith,MO,Republican,rep,2013-06-04,2015-01-03,
S001195,Jason,Smith,SMITH,Jason Smith,MO,Republican,rep,2015-01-06,2017-01-03,
S001195,Jason,Smith,SMITH,Jason Smith,MO,Republican,rep,2017-01-03,2019-01-03,
S001195,Jason,Smith,SMITH,Jason Smith,MO,Republican,rep,2019-01-03,2021-01-03,
S001195,Jason,Smith,SMITH,Jason Smith,MO,Republican,rep,2021-01-03,2023-01-03,
S001195,Jason,Smith,SMITH,Jason Smith,MO,Republican,rep,2023-01-03,2025-01-03,
S001195,Jason,Smith,SMITH,Jason Smith,MO,Republican,rep,2025-01-03,2027-01-03,
B001288,Cory,Booker,BOOKER,Cory A. Booker,NJ,Democrat,sen,2013-10-31,2015-01-03,junior
B001288,Cory,Booker,BOOKER,Cory A. Booker,NJ,Democrat,sen,2015-01-06,2021-01-03,junior
B001288,Cory,Booker,BOOKER,Cory A. Booker,NJ,Democrat,sen,2021-01-03,2027-01-03,senior
C001101,Katherine,Clark,CLARK,Katherine M. Clark,MA,Democrat,rep,2013-12-12,2015-01-03,
C001101,Katherine,Clark,CLARK,Katherine M. Clark,MA,Democrat,rep,2015-01-06,2017-01-03,
C001101,Katherine,Clark,CLARK,Katherine M. Clark,MA,Democrat,rep,2017-01-03,2019-01-03,
C001101,Katherine,Clark,CLARK,Katherine M. Clark,MA,Democrat,rep,2019-01-03,2021-01-03,
C001101,Katherine,Clark,CLARK,Katherine M. Clark,MA,Democrat,rep,2021-01-03,2023-01-03,
C001101,Katherine,Clark,CLARK,Katherine M. Clark,MA,Democrat,rep,2023-01-03,2025-01-03,
C001101,Katherine,Clark,CLARK,Katherine M. Clark,MA,Democrat,rep,2025-01-03,2027-01-03,
N000188,Donald,Norcross,NORCROSS,Donald Norcross,NJ,Democrat,rep,2014-11-12,2015-01-03,
N000188,Donald,Norcross,NORCROSS,Donald Norcross,NJ,Democrat,rep,2015-01-06,2017-01-03,
N000188,Donald,Norcross,NORCROSS,Donald Norcross,NJ,Democrat,rep,2017-01-03,2019-01-03,
N000188,Donald,Norcross,NORCROSS,Donald Norcross,NJ,Democrat,rep,2019-01-03,2021-01-03,
N000188,Donald,Norcross,NORCROSS,Donald Norcross,NJ,Democrat,rep,2021-01-03,2023-01-03,
N000188,Donald,Norcross,NORCROSS,Donald Norcross,NJ,Democrat,rep,2023-01-03,2025-01-03,
N000188,Donald,Norcross,NORCROSS,Donald Norcross,NJ,Democrat,rep,2025-01-03,2027-01-03,
A000370,Alma,Adams,ADAMS,Alma S. Adams,NC,Democrat,rep,2014-11-12,2015-01-03,
A000370,Alma,Adams,ADAMS,Alma S. Adams,NC,Democrat,rep,2015-01-06,2017-01-03,
A000370,Alma,Adams,ADAMS,Alma S. Adams,NC,Democrat,rep,2017-01-03,2019-01-03,
A000370,Alma,Adams,ADAMS,Alma S. Adams,NC,Democrat,rep,2019-01-03,2021-01-03,
A000370,Alma,Adams,ADAMS,Alma S. Adams,NC,Democrat,rep,2021-01-03,2023-01-03,
A000370,Alma,Adams,ADAMS,Alma S. Adams,NC,Democrat,rep,2023-01-03,2025-01-03,
A000370,Alma,Adams,ADAMS,Alma S. Adams,NC,Democrat,rep,2025-01-03,2027-01-03,
P000609,Gary,Palmer,PALMER,Gary J. Palmer,AL,Republican,rep,2015-01-06,2017-01-03,
P000609,Gary,Palmer,PALMER,Gary J. Palmer,AL,Republican,rep,2017-01-03,2019-01-03,
P000609,Gary,Palmer,PALMER,Gary J. Palmer,AL,Republican,rep,2019-01-03,2021-01-03,
P000609,Gary,Palmer,PALMER,Gary J. Palmer,AL,Republican,rep,2021-01-03,2023-01-03,
P000609,Gary,Palmer,PALMER,Gary J. Palmer,AL,Republican,rep,2023-01-03,2025-01-03,
P000609,Gary,Palmer,PALMER,Gary J. Palmer,AL,Republican,rep,2025-01-03,2027-01-03,
H001072,J.,Hill,HILL,J. French Hill,AR,Republican,rep,2015-01-06,2017-01-03,
H001072,J.,Hill,HILL,J. French Hill,AR,Republican,rep,2017-01-03,2019-01-03,
H001072,J.,Hill,HILL,J. French Hill,AR,Republican,rep,2019-01-03,2021-01-03,
H001072,J.,Hill,HILL,J. French Hill,AR,Republican,rep,2021-01-03,2023-01-03,
H001072,J.,Hill,HILL,J. French Hill,AR,Republican,rep,2023-01-03,2025-01-03,
H001072,J.,Hill,HILL,J. French Hill,AR,Republican,rep,2025-01-03,2027-01-03,
W000821,Bruce,Westerman,WESTERMAN,Bruce Westerman,AR,Republican,rep,2015-01-06,2017-01-03,
