file_id,date_standard,chamber,speaker_full,speaker_last,party,title,is_speech,speech_category,speech_summary,immigration_terms,text_excerpt,text_length
CREC-2017-09-01-CREC-2017-09-01-pt1-PgE1151-4,2017-09-01,Unknown,Ms. PELOSI,PELOSI,D,HON. NANCY PELOSI,True,children,"From the Congressional Record Online through the Government Publishing Office HONORING THE 40TH ANNIVERSARY OF SERVICE BY REVEREND DR. AMOS C. BROWN ______ HON. NANCY PELOSI of california in the house of representatives Friday, September 1, 2017 Ms. PELOSI. Mr. Speaker, I rise with pride today to jo...",refugee,"
[Congressional Record Volume 163, Number 141 (Friday, September 1, 2017)]
[Extensions of Remarks]
[Page E1151]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




 HONORING THE 40TH ANNIVERSARY OF SERVICE BY REVEREND DR. AMOS C. BROWN

                                 ______
                                 

                           HON. NANCY PELOSI

                             of california

                    in the house of representatives

 ...",3685
CREC-2017-09-01-CREC-2017-09-01-pt1-PgE1152-3,2017-09-01,Unknown,Mr. CAPUANO,CAPUANO,,L. RAFAEL REIF AND THE DEFERRED ACTION FOR CHILDHOOD ARRIVALS PROGRAM,True,legal_status,"From the Congressional Record Online through the Government Publishing Office L. RAFAEL REIF AND THE DEFERRED ACTION FOR CHILDHOOD ARRIVALS PROGRAM ______ HON. MICHAEL E. CAPUANO of massachusetts in the house of representatives Friday, September 1, 2017 Mr. CAPUANO. Mr. Speaker, I rise today to shar...","immigration, immigrant, migrant, citizenship, deportation, undocumented, daca, dreamer, visa","
[Congressional Record Volume 163, Number 141 (Friday, September 1, 2017)]
[Extensions of Remarks]
[Pages E1152-E1153]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




 L. RAFAEL REIF AND THE DEFERRED ACTION FOR CHILDHOOD ARRIVALS PROGRAM

                                 ______
                                 

                        HON. MICHAEL E. CAPUANO

                            of massachusetts

                    in the house of represe...",5660
CREC-2017-09-01-CREC-2017-09-01-pt1-PgE1154-4,2017-09-01,Unknown,Ms. MATSUI,MATSUI,,REMEMBERING MR. MARIO GUTIERREZ,True,legal_status,"From the Congressional Record Online through the Government Publishing Office REMEMBERING MR. MARIO GUTIERREZ ______ HON. DORIS O. MATSUI of california in the house of representatives Friday, September 1, 2017 Ms. MATSUI. Mr. Speaker, it is with profound sadness that I rise to honor the life of Mr. ...","undocumented, mexico","
[Congressional Record Volume 163, Number 141 (Friday, September 1, 2017)]
[Extensions of Remarks]
[Page E1154]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                    REMEMBERING MR. MARIO GUTIERREZ

                                 ______
                                 

                          HON. DORIS O. MATSUI

                             of california

                    in the house of representatives

                   ...",2139
CREC-2017-09-05-CREC-2017-09-05-pt1-PgH6638,2017-09-05,House,Mr. HULTGREN,HULTGREN,,BOB DOLE CONGRESSIONAL GOLD MEDAL ACT,True,children,"From the Congressional Record Online through the Government Publishing Office BOB DOLE CONGRESSIONAL GOLD MEDAL ACT Mr. HULTGREN. Mr. Speaker, I move to suspend the rules and pass the bill (S. 1616) to award the Congressional Gold Medal to Bob Dole, in recognition for his service to the nation as a ...",citizenship,"
[Congressional Record Volume 163, Number 142 (Tuesday, September 5, 2017)]
[House]
[Pages H6638-H6641]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                 BOB DOLE CONGRESSIONAL GOLD MEDAL ACT

  Mr. HULTGREN. Mr. Speaker, I move to suspend the rules and pass the 
bill (S. 1616) to award the Congressional Gold Medal to Bob Dole, in 
recognition for his service to the nation as a soldier, legislator, and 
statesman.
  The Clerk read th...",27361
CREC-2017-09-05-CREC-2017-09-05-pt1-PgH6646-3,2017-09-05,House,Mr. KRISHNAMOORTHI,KRISHNAMOORTHI,,PROTECTING DREAMERS,True,children,"From the Congressional Record Online through the Government Publishing Office PROTECTING DREAMERS (Mr. KRISHNAMOORTHI asked and was given permission to address the House for 1 minute and to revise and extend his remarks.) Mr. KRISHNAMOORTHI. Mr. Speaker, today the President made clear that he refuse...","immigration, immigrant, migrant, daca, dreamer","
[Congressional Record Volume 163, Number 142 (Tuesday, September 5, 2017)]
[House]
[Page H6646]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                          PROTECTING DREAMERS

  (Mr. KRISHNAMOORTHI asked and was given permission to address the 
House for 1 minute and to revise and extend his remarks.)
  Mr. KRISHNAMOORTHI. Mr. Speaker, today the President made clear that 
he refuses to protect DREAMers. It is now imperative that Con...",1391
CREC-2017-09-05-CREC-2017-09-05-pt1-PgH6646-5,2017-09-05,House,Mr. PAYNE,PAYNE,,TERMINATING DEFERRED ACTION FOR CHILDHOOD ARRIVALS,True,children,"From the Congressional Record Online through the Government Publishing Office TERMINATING DEFERRED ACTION FOR CHILDHOOD ARRIVALS (Mr. PAYNE asked and was given permission to address the House for 1 minute and to revise and extend his remarks.) Mr. PAYNE. Mr. Speaker, President Trump's decision to en...","daca, dreamer","
[Congressional Record Volume 163, Number 142 (Tuesday, September 5, 2017)]
[House]
[Page H6646]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




           TERMINATING DEFERRED ACTION FOR CHILDHOOD ARRIVALS

  (Mr. PAYNE asked and was given permission to address the House for 1 
minute and to revise and extend his remarks.)
  Mr. PAYNE. Mr. Speaker, President Trump's decision to end the DACA 
program is wrong. Today's announcement impacts over 22,0...",1224
CREC-2017-09-05-CREC-2017-09-05-pt1-PgH6646,2017-09-05,House,Mr. LANGEVIN,LANGEVIN,,ENDING THE DEFERRED ACTION FOR CHILDHOOD ARRIVALS PROGRAM,True,border_security,"From the Congressional Record Online through the Government Publishing Office ENDING THE DEFERRED ACTION FOR CHILDHOOD ARRIVALS PROGRAM (Mr. LANGEVIN asked and was given permission to address the House for 1 minute and to revise and extend his remarks.) Mr. LANGEVIN. Mr. Speaker, from its earliest d...","immigration, border, wall, daca","
[Congressional Record Volume 163, Number 142 (Tuesday, September 5, 2017)]
[House]
[Page H6646]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




       ENDING THE DEFERRED ACTION FOR CHILDHOOD ARRIVALS PROGRAM

  (Mr. LANGEVIN asked and was given permission to address the House for 
1 minute and to revise and extend his remarks.)
  Mr. LANGEVIN. Mr. Speaker, from its earliest days, the Trump 
administration has embraced disastrous immigration polic...",1383
CREC-2017-09-05-CREC-2017-09-05-pt1-PgH6647-3,2017-09-05,House,Mr. BLUMENAUER,BLUMENAUER,,FIRES IN OREGON,True,children,"From the Congressional Record Online through the Government Publishing Office FIRES IN OREGON (Mr. BLUMENAUER asked and was given permission to address the House for 1 minute and to revise and extend his remarks.) Mr. BLUMENAUER. Mr. Speaker, I support my friend from California in urging that this b...",daca,"
[Congressional Record Volume 163, Number 142 (Tuesday, September 5, 2017)]
[House]
[Page H6647]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                            FIRES IN OREGON

  (Mr. BLUMENAUER asked and was given permission to address the House 
for 1 minute and to revise and extend his remarks.)
  Mr. BLUMENAUER. Mr. Speaker, I support my friend from California in 
urging that this body focus on this crisis in the West. With the 
ou...",1612
CREC-2017-09-05-CREC-2017-09-05-pt1-PgH6647-4,2017-09-05,House,DACA,DACA,,LET US VOTE ON DACA,True,children,"From the Congressional Record Online through the Government Publishing Office LET US VOTE ON DACA (Mrs. CAROLYN B. MALONEY of New York asked and was given permission to address the House for 1 minute.) Mrs. CAROLYN B. MALONEY of New York. Mr. Speaker, today the Trump administration announced that it...","daca, dreamer","
[Congressional Record Volume 163, Number 142 (Tuesday, September 5, 2017)]
[House]
[Page H6647]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                          LET US VOTE ON DACA

  (Mrs. CAROLYN B. MALONEY of New York asked and was given permission 
to address the House for 1 minute.)
  Mrs. CAROLYN B. MALONEY of New York. Mr. Speaker, today the Trump 
administration announced that it intends to crush the hopes of 800,000 
DREAMers and...",1506
CREC-2017-09-05-CREC-2017-09-05-pt1-PgH6648-2,2017-09-05,House,Mr. ROHRABACHER,ROHRABACHER,,ISSUES OF THE DAY,True,children,"From the Congressional Record Online through the Government Publishing Office ISSUES OF THE DAY The SPEAKER pro tempore. Under the Speaker's announced policy of January 3, 2017, the gentleman from California (Mr. Rohrabacher) is recognized for 60 minutes as the designee of the majority leader. Mr. R...","immigration, immigrant, migrant, dreamer, mexico","
[Congressional Record Volume 163, Number 142 (Tuesday, September 5, 2017)]
[House]
[Pages H6648-H6652]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                           ISSUES OF THE DAY

  The SPEAKER pro tempore. Under the Speaker's announced policy of 
January 3, 2017, the gentleman from California (Mr. Rohrabacher) is 
recognized for 60 minutes as the designee of the majority leader.
  Mr. ROHRABACHER. Mr. Speaker, before I get into a...",35351
CREC-2017-09-05-CREC-2017-09-05-pt1-PgS4919-4,2017-09-05,Senate,Mr. CORNYN,CORNYN,R,HURRICANE HARVEY,True,border_security,"From the Congressional Record Online through the Government Publishing Office HURRICANE HARVEY Mr. CORNYN. Mr. President, I just returned from Texas, where, as the world knows, Hurricane Harvey has devastated the gulf coast and now ranks among the costliest natural disasters in American history. Tod...","immigration, immigrant, migrant, border, daca, dreamer, border security, mexico, ice","
[Congressional Record Volume 163, Number 142 (Tuesday, September 5, 2017)]
[Senate]
[Pages S4919-S4920]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                            HURRICANE HARVEY

  Mr. CORNYN. Mr. President, I just returned from Texas, where, as the 
world knows, Hurricane Harvey has devastated the gulf coast and now 
ranks among the costliest natural disasters in American history. Today 
I want to share with you what my State h...",13855
CREC-2017-09-05-CREC-2017-09-05-pt1-PgS4920,2017-09-05,Senate,Mr. DURBIN,DURBIN,D,DACA,True,legal_status,"From the Congressional Record Online through the Government Publishing Office DACA Mr. DURBIN. Mr. President, I want to tell a story about one of the great volunteers in Texas. His name is Jesus Contreras. He is a young man who has a great story, who was one of the heroes of Hurricane Harvey in his ...","immigration, deportation, undocumented, daca, dreamer, mexico","
[Congressional Record Volume 163, Number 142 (Tuesday, September 5, 2017)]
[Senate]
[Pages S4920-S4921]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                                  DACA

  Mr. DURBIN. Mr. President, I want to tell a story about one of the 
great volunteers in Texas. His name is Jesus Contreras. He is a young 
man who has a great story, who was one of the heroes of Hurricane 
Harvey in his own small way.

[[Page S4921]]

  At ...",8289
CREC-2017-09-05-CREC-2017-09-05-pt1-PgS4923-2,2017-09-05,Senate,Mr. CORKER,CORKER,,ARMS SALES NOTIFICATION,True,legal_status,"From the Congressional Record Online through the Government Publishing Office ARMS SALES NOTIFICATION Mr. CORKER. Mr. President, section 36(b) of the Arms Export Control Act requires that Congress receive prior notification of certain proposed arms sales as defined by that statute. Upon such notific...",unauthorized,"
[Congressional Record Volume 163, Number 142 (Tuesday, September 5, 2017)]
[Senate]
[Pages S4923-S4926]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                        ARMS SALES NOTIFICATION

  Mr. CORKER. Mr. President, section 36(b) of the Arms Export Control 
Act requires that Congress receive prior notification of certain 
proposed arms sales as defined by that statute. Upon such notification, 
the Congress has 30 calendar days during...",32702
CREC-2017-09-05-CREC-2017-09-05-pt1-PgS4928-2,2017-09-05,Senate,Ms. HASSAN,HASSAN,,TRIBUTE TO GAIL BATES,True,children,"From the Congressional Record Online through the Government Publishing Office TRIBUTE TO GAIL BATES Ms. HASSAN. Mr. President, today I wish to recognize Gail Bates and not only wish her a happy birthday but also reflect on her years of service to the State of New Hampshire and our country. Gail Bate...",citizenship,"
[Congressional Record Volume 163, Number 142 (Tuesday, September 5, 2017)]
[Senate]
[Page S4928]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                         TRIBUTE TO GAIL BATES

 Ms. HASSAN. Mr. President, today I wish to recognize Gail 
Bates and not only wish her a happy birthday but also reflect on her 
years of service to the State of New Hampshire and our country.
  Gail Bates was born Gail Oberlin in Cleveland, OH, on June 10,...",3180
CREC-2017-09-05-CREC-2017-09-05-pt1-PgS4929-7,2017-09-05,Senate,EC,EC,,EXECUTIVE AND OTHER COMMUNICATIONS,True,children,"From the Congressional Record Online through the Government Publishing Office EXECUTIVE AND OTHER COMMUNICATIONS The following communications were laid before the Senate, together with accompanying papers, reports, and documents, and were referred as indicated: EC-2462. A communication from the Dire...","immigration, immigrant, migrant, mexico, ice","
[Congressional Record Volume 163, Number 142 (Tuesday, September 5, 2017)]
[Senate]
[Pages S4929-S4938]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                   EXECUTIVE AND OTHER COMMUNICATIONS

  The following communications were laid before the Senate, together 
with accompanying papers, reports, and documents, and were referred as 
indicated:

        EC-2462. A communication from the Director of the 
     Regulatory Management Divi...",104578
CREC-2017-09-05-CREC-2017-09-05-pt1-PgS4941-2,2017-09-05,Senate,Mrs. FEINSTEIN,FEINSTEIN,D,Unknown,True,children,"From the Congressional Record Online through the Government Publishing Office By Mrs. FEINSTEIN: S. 1763 A bill for the relief of Maria Guadalupe Mendoza Sanchez, Eusebio Sanchez Mejia, and Vianney Esbeydi Sanchez Mendoza; to the Committee on the Judiciary. Mrs. FEINSTEIN. Mr. President, today I off...","immigration, immigrant, migrant, deportation, daca, visa, mexico, ice","
[Congressional Record Volume 163, Number 142 (Tuesday, September 5, 2017)]
[Senate]
[Pages S4941-S4942]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]

      By Mrs. FEINSTEIN:
  S. 1763 A bill for the relief of Maria Guadalupe Mendoza Sanchez, 
Eusebio Sanchez Mejia, and Vianney Esbeydi Sanchez Mendoza; to the 
Committee on the Judiciary.
  Mrs. FEINSTEIN. Mr. President, today I offer private immigration 
relief legislation to provide an immigrant v...",6521
CREC-2017-09-05-CREC-2017-09-05-pt1-PgS4946,2017-09-05,Senate,CONSOLIDATED REPORT OF EXPENDITURE OF FUNDS FOR FOREIGN TRAVEL BY MEMBERS AND EMPLOYEES OF THE U,U,,FOREIGN TRAVEL FINANCIAL REPORTS,True,children,"From the Congressional Record Online through the Government Publishing Office FOREIGN TRAVEL FINANCIAL REPORTS In accordance with the appropriate provisions of law, the Secretary of the Senate herewith submits the following reports for standing committees of the Senate, certain joint committees of t...",mexico,"
[Congressional Record Volume 163, Number 142 (Tuesday, September 5, 2017)]
[Senate]
[Pages S4946-S4956]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                    FOREIGN TRAVEL FINANCIAL REPORTS

  In accordance with the appropriate provisions of law, the Secretary 
of the Senate herewith submits the following reports for standing 
committees of the Senate, certain joint committees of the Congress, 
delegations and groups, and select and...",151875
CREC-2017-09-05-CREC-2017-09-05-pt1-PgS4956-6,2017-09-05,Senate,Mr. BENNET,BENNET,,DACA,True,border_security,"From the Congressional Record Online through the Government Publishing Office DACA Mr. BENNET. Mr. President, tonight I rise to address another issue-- the Trump administration's decision to end the program known as DACA. DACA provided deportation relief to nearly 800,000 undocumented immigrants who...","immigration, immigrant, migrant, citizenship, deportation, border, undocumented, daca, dreamer, border security, mexico","
[Congressional Record Volume 163, Number 142 (Tuesday, September 5, 2017)]
[Senate]
[Pages S4956-S4958]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                                  DACA

  Mr. BENNET. Mr. President, tonight I rise to address another issue--
the Trump administration's decision to end the program known as DACA.
  DACA provided deportation relief to nearly 800,000 undocumented 
immigrants who came to this country as children. Th...",14128
CREC-2017-09-05-CREC-2017-09-05-pt1-PgS4958-3,2017-09-05,Senate,GREGORY IBACH,IBACH,,NOMINATIONS,True,other,"From the Congressional Record Online through the Government Publishing Office NOMINATIONS Executive nominations received by the Senate: DEPARTMENT OF AGRICULTURE GREGORY IBACH, OF NEBRASKA, TO BE UNDER SECRETARY OF AGRICULTURE FOR MARKETING AND REGULATORY PROGRAMS, VICE EDWARD M. AVALOS, RESIGNED. W...",border,"
[Congressional Record Volume 163, Number 142 (Tuesday, September 5, 2017)]
[Senate]
[Pages S4958-S4969]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                              NOMINATIONS

  Executive nominations received by the Senate:


                       DEPARTMENT OF AGRICULTURE

        GREGORY IBACH, OF NEBRASKA, TO BE UNDER SECRETARY OF 
     AGRICULTURE FOR MARKETING AND REGULATORY PROGRAMS, VICE 
     EDWARD M. AVALOS, RESIGNED....",79334
CREC-2017-09-06-CREC-2017-09-06-pt1-PgH6660-6,2017-09-06,Senate,Mr. FRELINGHUYSEN,FRELINGHUYSEN,,MAKING SUPPLEMENTAL APPROPRIATIONS FOR DISASTER RELIEF,True,legal_status,"From the Congressional Record Online through the Government Publishing Office MAKING SUPPLEMENTAL APPROPRIATIONS FOR DISASTER RELIEF Mr. FRELINGHUYSEN. Mr. Speaker, I move to suspend the rules and agree to the resolution (H. Res. 502) providing for the concurrence by the House in the Senate amendmen...","border, undocumented, daca, dreamer, mexico","
[Congressional Record Volume 163, Number 143 (Wednesday, September 6, 2017)]
[House]
[Pages H6660-H6667]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




         MAKING SUPPLEMENTAL APPROPRIATIONS FOR DISASTER RELIEF

  Mr. FRELINGHUYSEN. Mr. Speaker, I move to suspend the rules and agree 
to the resolution (H. Res. 502) providing for the concurrence by the 
House in the Senate amendments to H.R. 601, with an amendment.
  The Clerk read the title ...",63284
CREC-2017-09-06-CREC-2017-09-06-pt1-PgH6667,2017-09-06,House,Mr. LATTA,LATTA,,SAFELY ENSURING LIVES FUTURE DEPLOYMENT AND RESEARCH IN VEHICLE,True,legal_status,"From the Congressional Record Online through the Government Publishing Office SAFELY ENSURING LIVES FUTURE DEPLOYMENT AND RESEARCH IN VEHICLE EVOLUTION ACT Mr. LATTA. Mr. Speaker, I move to suspend the rules and pass the bill (H.R. 3388) to provide for information on highly automated driving systems...",unauthorized,"
[Congressional Record Volume 163, Number 143 (Wednesday, September 6, 2017)]
[House]
[Pages H6667-H6677]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




    SAFELY ENSURING LIVES FUTURE DEPLOYMENT AND RESEARCH IN VEHICLE 
                             EVOLUTION ACT

  Mr. LATTA. Mr. Speaker, I move to suspend the rules and pass the bill 
(H.R. 3388) to provide for information on highly automated driving 
systems to be made available to prospective ...",94060
CREC-2017-09-06-CREC-2017-09-06-pt1-PgH6695,2017-09-06,House,Mr. FRELINGHUYSEN,FRELINGHUYSEN,,"DEPARTMENT OF THE INTERIOR, ENVIRONMENT, AND RELATED AGENCIES",True,border_security,"From the Congressional Record Online through the Government Publishing Office DEPARTMENT OF THE INTERIOR, ENVIRONMENT, AND RELATED AGENCIES APPROPRIATIONS ACT, 2018 General Leave Mr. FRELINGHUYSEN. Mr. Speaker, I ask unanimous consent that all Members be given 5 legislative days within which to revi...","immigration, immigrant, migrant, citizenship, border, asylum, refugee, undocumented, unauthorized, wall, daca, dreamer, visa, detention, border security, mexico, ice, cbp","
[Congressional Record Volume 163, Number 143 (Wednesday, September 6, 2017)]
[House]
[Pages H6695-H7072]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




     DEPARTMENT OF THE INTERIOR, ENVIRONMENT, AND RELATED AGENCIES 
                        APPROPRIATIONS ACT, 2018


                             General Leave

  Mr. FRELINGHUYSEN. Mr. Speaker, I ask unanimous consent that all 
Members be given 5 legislative days within which to revise and exte...",2697923
CREC-2017-09-06-CREC-2017-09-06-pt1-PgH7072-2,2017-09-06,House,Mr. KEATING,KEATING,,"DEPARTMENT OF THE INTERIOR, ENVIRONMENT, AND RELATED AGENCIES",True,border_security,"From the Congressional Record Online through the Government Publishing Office DEPARTMENT OF THE INTERIOR, ENVIRONMENT, AND RELATED AGENCIES APPROPRIATIONS ACT, 2018 The SPEAKER pro tempore. Pursuant to House Resolution 500 and rule XVIII, the Chair declares the House in the Committee of the Whole Ho...","immigration, immigrant, migrant, deportation, border, asylum, refugee, undocumented, illegal alien, wall, daca, visa, detention, border security, mexico, ice, cbp","
[Congressional Record Volume 163, Number 143 (Wednesday, September 6, 2017)]
[House]
[Pages H7072-H7082]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




     DEPARTMENT OF THE INTERIOR, ENVIRONMENT, AND RELATED AGENCIES 
                        APPROPRIATIONS ACT, 2018

  The SPEAKER pro tempore. Pursuant to House Resolution 500 and rule 
XVIII, the Chair declares the House in the Committee of the Whole House 
on the state of the Union for the fur...",83232
CREC-2017-09-06-CREC-2017-09-06-pt1-PgH7082,2017-09-06,House,Mr. KILMER,KILMER,,Unknown,True,children,From the Congressional Record Online through the Government Publishing Office {time} 0050 Members have found out about ICE immigration actions in their districts after the fact. The least we can do as Members of Congress is to provide oversight and keep track of how much DHS is spending. There is no...,"immigration, migrant, deportation, border, asylum, wall, detention, ice","
[Congressional Record Volume 163, Number 143 (Wednesday, September 6, 2017)]
[House]
[Pages H7082-H7087]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                              {time}  0050

  Members have found out about ICE immigration actions in their 
districts after the fact. The least we can do as Members of Congress is 
to provide oversight and keep track of how much DHS is spending. There 
is no question dangerous criminals should be...",39542
CREC-2017-09-06-CREC-2017-09-06-pt1-PgH7087-3,2017-09-06,House,USCG,USCG,,"EXECUTIVE COMMUNICATIONS, ETC.",True,other,"From the Congressional Record Online through the Government Publishing Office EXECUTIVE COMMUNICATIONS, ETC. Under clause 2 of rule XIV, executive communications were taken from the Speaker's table and referred as follows: 2368. A letter from the Director, Regulations Policy and Management Staff, FD...","mexico, ice","
[Congressional Record Volume 163, Number 143 (Wednesday, September 6, 2017)]
[House]
[Pages H7087-H7088]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                     EXECUTIVE COMMUNICATIONS, ETC.

   Under clause 2 of rule XIV, executive communications were taken from 
the Speaker's table and referred as follows:

       2368. A letter from the Director, Regulations Policy and 
     Management Staff, FDA, Department of Health and Human 
 ...",14176
CREC-2017-09-06-CREC-2017-09-06-pt1-PgS4972-3,2017-09-06,Senate,Mr. SCHUMER,SCHUMER,D,DACA,True,children,"From the Congressional Record Online through the Government Publishing Office DACA Mr. SCHUMER. Mr. President, yesterday, the Trump administration made a terribly wrong decision to terminate the DACA Program. The Dreamers came to this country through no fault of their own. Many know no other country...","deportation, daca, dreamer","
[Congressional Record Volume 163, Number 143 (Wednesday, September 6, 2017)]
[Senate]
[Page S4972]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                                  DACA

  Mr. SCHUMER. Mr. President, yesterday, the Trump administration made 
a terribly wrong decision to terminate the DACA Program. The Dreamers 
came to this country through no fault of their own. Many know no other 
country but this one. They work every single day ...",2782
CREC-2017-09-06-CREC-2017-09-06-pt1-PgS4972-4,2017-09-06,Senate,Mr. GARDNER,GARDNER,,NORTH KOREA,True,other,"From the Congressional Record Online through the Government Publishing Office NORTH KOREA Mr. GARDNER. Mr. President, I rise today to speak about North Korea, the most urgent national security challenge for the United States and our allies in East Asia. Secretary Mattis has said that North Korea is ...",border,"
[Congressional Record Volume 163, Number 143 (Wednesday, September 6, 2017)]
[Senate]
[Pages S4972-S4973]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                              NORTH KOREA

  Mr. GARDNER. Mr. President, I rise today to speak about North Korea, 
the most urgent national security challenge for the United States and 
our allies in East Asia.
  Secretary Mattis has said that North Korea is the most urgent and 
dangerous threat ...",10319
CREC-2017-09-06-CREC-2017-09-06-pt1-PgS4975,2017-09-06,Senate,Mr. CORNYN,CORNYN,R,HURRICANE HARVEY,True,children,"From the Congressional Record Online through the Government Publishing Office HURRICANE HARVEY Mr. CORNYN. Mr. President, it has been 1 week since Hurricane Harvey hit the State of Texas, and although the rain has now stopped, the damage continues, as much of the water that has moved through Houston...",wall,"
[Congressional Record Volume 163, Number 143 (Wednesday, September 6, 2017)]
[Senate]
[Pages S4975-S4980]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                            HURRICANE HARVEY

  Mr. CORNYN. Mr. President, it has been 1 week since Hurricane Harvey 
hit the State of Texas, and although the rain has now stopped, the 
damage continues, as much of the water that has moved through Houston 
is now moving downstream to rivers and b...",37384
CREC-2017-09-06-CREC-2017-09-06-pt1-PgS4984-3,2017-09-06,Senate,Mrs. FEINSTEIN,FEINSTEIN,D,DACA,True,border_security,"From the Congressional Record Online through the Government Publishing Office DACA Mrs. FEINSTEIN. Mr. President, I rise to speak about the need to protect undocumented young people, commonly referred to as Dreamers, from deportation. The Deferred Action for Childhood Arrivals Program, or what is ca...","immigration, immigrant, migrant, citizenship, deportation, border, undocumented, wall, daca, dreamer, mexico","
[Congressional Record Volume 163, Number 143 (Wednesday, September 6, 2017)]
[Senate]
[Pages S4984-S4987]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                                  DACA

  Mrs. FEINSTEIN. Mr. President, I rise to speak about the need to 
protect undocumented young people, commonly referred to as Dreamers, 
from deportation.
  The Deferred Action for Childhood Arrivals Program, or what is called 
DACA, was announced by Presi...",27449
CREC-2017-09-06-CREC-2017-09-06-pt1-PgS4988,2017-09-06,Senate,Ms. WARREN,WARREN,D,DACA,True,border_security,"From the Congressional Record Online through the Government Publishing Office DACA Mr. VAN HOLLEN. Mr. President, I came here to the floor to talk about the Dreamers, and I do think that it is important to start by making the point that many of those Dreamers are serving in our Armed Forces today. T...","immigration, immigrant, migrant, citizenship, deportation, border, asylum, undocumented, unauthorized, wall, daca, dreamer, visa, detention, mexico, ice","
[Congressional Record Volume 163, Number 143 (Wednesday, September 6, 2017)]
[Senate]
[Pages S4988-S5000]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                                  DACA

  Mr. VAN HOLLEN. Mr. President, I came here to the floor to talk about 
the Dreamers, and I do think that it is important to start by making 
the point that many of those Dreamers are serving in our Armed Forces 
today. They have put their lives at risk fo...",103173
CREC-2017-09-06-CREC-2017-09-06-pt1-PgS5000,2017-09-06,Senate,Mr. LEAHY,LEAHY,D,TRIBUTE TO SISTER JANICE RYAN,True,children,"From the Congressional Record Online through the Government Publishing Office TRIBUTE TO SISTER JANICE RYAN Mr. LEAHY. Mr. President, on September 13, 2017, the Vermont Community Foundation will pay tribute to Sister Janice Ryan for the many contributions she has made to our State of Vermont and its...","immigrant, migrant, border","
[Congressional Record Volume 163, Number 143 (Wednesday, September 6, 2017)]
[Senate]
[Pages S5000-S5001]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                     TRIBUTE TO SISTER JANICE RYAN

  Mr. LEAHY. Mr. President, on September 13, 2017, the Vermont 
Community Foundation will pay tribute to Sister Janice Ryan for the 
many contributions she has made to our State of Vermont and its 
residents. The foundation will present Sister J...",3294
CREC-2017-09-06-CREC-2017-09-06-pt1-PgS5002-2,2017-09-06,Senate,Mr. UDALL,UDALL,,Unknown,True,children,"From the Congressional Record Online through the Government Publishing Office TRIBUTE TO LUCIANO ``LUCKY'' VARELA Mr. UDALL. Mr. President, I wish to pay tribute to longtime New Mexico State Representative Luciano ``Lucky'' Varela, who passed away on September 2, 2017. Lucky served the State of New ...",mexico,"
[Congressional Record Volume 163, Number 143 (Wednesday, September 6, 2017)]
[Senate]
[Pages S5002-S5003]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                  TRIBUTE TO LUCIANO ``LUCKY'' VARELA

 Mr. UDALL. Mr. President, I wish to pay tribute to longtime 
New Mexico State Representative Luciano ``Lucky'' Varela, who passed 
away on September 2, 2017. Lucky served the State of New Mexico for 
over five decades--first as a financial e...",3425
